x, y
0.0, 0.0
0.0, 0.0
0.000192684349420174, 0.0
0.0026494068858599843, -3.6353758337442775e-06
0.007590733556057529, 0.00010198265237587076
0.013334164573635178, 0.0006328373883182449
0.020179325074980048, 0.0019762230247670244
0.028377311523341546, 0.004379043805789958
0.037764053644153465, 0.0077884690195443055
0.04809640133922996, 0.011869966639683727
0.059173052473913176, 0.01626363839855839
0.07070748123710854, 0.02072674944644256
0.08225022468297151, 0.025135029941112205
0.09358755164749469, 0.029556330231477492
0.10469281461800077, 0.0341340459181359
0.11553804275391652, 0.03896537548769938
0.1262151326402176, 0.044156960179235
0.13683520954191356, 0.04978028058534376
0.1474179787097883, 0.05582195232395226
0.15793350698094852, 0.06221562785809939
0.1683624186290367, 0.06889640744352755
0.17867285098470798, 0.07580223445532966
0.18886025722960068, 0.08290945927818069
0.1989187697926923, 0.09021829893058936
0.20879570568504954, 0.09774038305016669
0.21849305504062705, 0.10554975219594102
0.22802938360834957, 0.11372211560650208
0.2374325265811138, 0.12230859785210377
0.24671337238135543, 0.13128944892584826
0.2558608614722373, 0.1406015644351217
0.26485230262960674, 0.15020512527831492
0.27364219107515103, 0.16006612225276037
0.28219926359878905, 0.17016921059210424
0.2905107266943453, 0.18052154192324332
0.29860089490760067, 0.1911615024479136
0.3065094926909322, 0.2021086888592064
0.3142552913803226, 0.21333325528665437
0.3218673511802109, 0.2248156926032394
0.329340191989865, 0.2364753454449996
0.33661208804446474, 0.2481269017581066
0.3436109021066234, 0.2595580473540876
0.35032642474170594, 0.2706330634021229
0.35681092199847025, 0.28129180646157353
0.36312392331109783, 0.2914975472663142
0.36932145187033366, 0.3012711093147639
0.3753832972288483, 0.31063117406633617
0.38117989307991124, 0.3195173890574545
0.386609433972457, 0.3278952631611556
0.3917041915721617, 0.335865602525721
0.3965246531947282, 0.34351085157759736
0.4010841956946, 0.3507796279842428
0.40541570979052804, 0.3576297974432244
0.40949582899759307, 0.3639760967181113
0.4133604461710431, 0.36988806970588833
0.417081752540575, 0.375526800166248
0.4206422270732419, 0.380903730865038
0.4239888673207893, 0.3859600587503237
0.42710161644696754, 0.39068736739666643
0.43005982799617254, 0.39520640991295025
0.43292745978529285, 0.39957602528113473
0.4356969998314789, 0.4037433994666487
0.4383246221435219, 0.40762894845519787
0.4407964496007957, 0.411234532074968
0.44312732025921975, 0.41462283119960913
0.44532268025838095, 0.4178266135888552
