x, y, ul, ur, rho, alpha, theta
0.0,0.0,-25,90,0.7071067811865476,0.7853981633974483,0.0
2.0616701789183017e-05,0.0,-25,90,0.7070922031271871,0.7850602291888277,0.0003585513354640525
0.0019173531457979188,6.726852678898901e-07,-25,90,0.705751833446058,0.7523000110410023,0.03501851376365579
0.005950031376127821,7.689572853380724e-05,-25,90,0.7028573693728112,0.6588818819726905,0.1324249598980567
0.010504436715108381,0.00047185010838769157,-25,90,0.6993813544910462,0.5263892089468938,0.2691525358216821
0.01555220761091725,0.0015222250090342023,25,90,0.6951041329977831,0.37801452153799364,0.4216563705057258
0.021155447980255832,0.0035779375678554872,48.09395655242433,90,0.6897296347616024,0.2167099976185497,0.5867095019310113
0.028200687013480857,0.007622991350991585,71.75455379220725,90,0.6819308692094068,0.06298219070575983,0.7437549868642663
0.03706688297154061,0.014735629576879565,88.08186211814146,72.87720786713388,0.670662791605314,-0.04751454453439874,0.8564596233118001
0.046554868847730115,0.02456415221426369,90,61.52414180366191,0.6570020793920223,-0.10822567327112975,0.9172938332288677
0.05581437462396731,0.035936774573889246,90,56.519735922571975,0.6423827106823334,-0.1285386834956752,0.935818985561177
0.06492565656308769,0.04806986182061993,90,56.2399705571345,0.6273201209206459,-0.11899027470839385,0.9233892059317566
0.0742161982823832,0.060515592170139756,87.73536309221561,59.1239277087636,0.6119137116707467,-0.08941073557328749,0.8906415172927065
0.08392456327678122,0.07292513157630398,78.78628082327238,64.31324617640568,0.5962480291653253,-0.04522823327145842,0.8436712923469155
0.09405617191386553,0.08487180854068055,64.67462966847654,74.67462966847654,0.5806219139039712,0.0033484452000369647,0.7932350711583055
0.10446436679342122,0.0960010089434915,60.25497104926799,75.43815560813655,0.5653880277391856,0.04744745174646425,0.7485356713371203
0.1150514973381558,0.10629228244268805,53.92196795266882,78.2287350881745,0.5506279293368472,0.07595864729845525,0.7206881842827455
0.1257487333288278,0.11595696225790991,50.8583519626664,77.83918713395113,0.5362397462359064,0.08431510991026481,0.7139952260207498
0.13633840742923423,0.1251962042029486,50.378521770618626,74.95747473911135,0.5222333187905416,0.07680922802653978,0.7236761120782792
0.14663072126380902,0.13420119781432047,52.10179540994278,69.9633019115143,0.5086045721727378,0.05581720781741095,0.7468624317716213
0.1565043101392931,0.14312783902672158,54.439020908162135,64.43902090816214,0.4953251742346845,0.027872856745872254,0.7766221926151377
0.16579045881630303,0.1519794905062505,52.90100008833776,62.90100008833776,0.48250833406948135,0.0016476455107553578,0.803991611222227
0.17448599630022782,0.16075654115776924,61.41857025834044,51.41857025834044,0.470154752152837,-0.018499997087563114,0.8245485544554993
0.18276929507385536,0.1695314815900049,60.18322073019683,49.75793753249783,0.4580881594278944,-0.03257900999280938,0.8384125394267761
0.19081700255984785,0.1783567472246573,59.433851981399116,47.64179444957067,0.44614852679570743,-0.03685017978696392,0.8419980527814166
0.19863161922755282,0.18707810826176396,57.13347640548806,47.13347640548806,0.4344456367124005,-0.029428007224888364,0.833631854953922
0.2062409687185706,0.19553110252956915,55.76945698943603,45.76945698943603,0.42307880824530025,-0.014437176340612923,0.8177360790816823
0.21372794433608394,0.20364900620934365,44.44460192777829,54.44460192777829,0.41203834939815237,0.003962823441254093,0.7987328583020875
